,eid,timestamp,activity,Customer_Order,Transport_Document,Vehicle,Container
4781,collect_hu1456,2023-07-31T07:01:28.000Z,Collect Goods,,,,
4782,load_truck_hu1456,2023-07-31T07:08:48.000Z,Load Truck,,,,['cr249']
4783,collect_hu1463,2023-07-31T07:08:48.000Z,Collect Goods,,,,
4784,collect_hu1454,2023-07-31T07:11:48.000Z,Collect Goods,,,,
4785,collect_hu1459,2023-07-31T07:12:38.000Z,Collect Goods,,,,
4786,collect_hu1465,2023-07-31T07:15:18.000Z,Collect Goods,,,,
4787,load_truck_hu1454,2023-07-31T07:16:42.000Z,Load Truck,,,,['cr249']
4788,collect_hu1448,2023-07-31T07:17:05.000Z,Collect Goods,,,,
4789,collect_hu1466,2023-07-31T07:19:39.000Z,Collect Goods,,,,
4790,collect_hu1450,2023-07-31T07:20:47.000Z,Collect Goods,,,,
4791,load_truck_hu1459,2023-07-31T07:21:08.000Z,Load Truck,,,,['cr249']
4792,collect_hu1452,2023-07-31T07:31:53.000Z,Collect Goods,,,,
4793,collect_hu1455,2023-07-31T07:33:34.000Z,Collect Goods,,,,
4794,load_truck_hu1466,2023-07-31T07:37:09.000Z,Load Truck,,,,['cr293']
4795,load_truck_hu1455,2023-07-31T07:37:13.000Z,Load Truck,,,,['cr249']
4796,collect_hu1457,2023-07-31T07:37:13.000Z,Collect Goods,,,,
4797,load_truck_hu1465,2023-07-31T07:37:47.000Z,Load Truck,,,,['cr285']
4798,load_truck_hu1463,2023-07-31T07:43:06.000Z,Load Truck,,,,['cr285']
4799,load_truck_hu1457,2023-07-31T07:44:17.000Z,Load Truck,,,,['cr249']
4800,collect_hu1467,2023-07-31T07:44:17.000Z,Collect Goods,,,,
4801,collect_hu1453,2023-07-31T07:46:45.000Z,Collect Goods,,,,
4802,load_truck_hu1461,2023-07-31T07:46:53.000Z,Load Truck,,,,['cr285']
4803,collect_hu1458,2023-07-31T07:49:57.000Z,Collect Goods,,,,
4804,load_truck_hu1458,2023-07-31T07:53:06.000Z,Load Truck,,,,['cr249']
4805,collect_hu1468,2023-07-31T07:53:06.000Z,Collect Goods,,,,
4806,load_truck_hu1450,2023-07-31T07:54:41.000Z,Load Truck,,,,['cr261']
4807,drive_term_cr293,2023-07-31T07:55:55.000Z,Drive to Terminal,,,,['cr293']
4808,load_truck_hu1453,2023-07-31T07:56:12.000Z,Load Truck,,,,['cr261']
4809,collect_hu1460,2023-07-31T07:58:39.000Z,Collect Goods,,,,
4810,to_bay_cr243,2023-07-31T08:03:03.000Z,Bring to Loading Bay,,,,['cr243']
4811,load_veh_cr224,2023-07-31T08:05:49.000Z,Load to Vehicle,,,['vh19'],['cr224']
4812,load_truck_hu1467,2023-07-31T08:06:37.000Z,Load Truck,,,,['cr286']
4813,to_bay_cr245,2023-07-31T08:08:09.000Z,Bring to Loading Bay,,,,['cr245']
4814,load_truck_hu1468,2023-07-31T08:09:46.000Z,Load Truck,,,,['cr286']
4815,load_veh_cr234,2023-07-31T08:11:29.000Z,Load to Vehicle,,,['vh19'],['cr234']
4816,weigh_cr235,2023-07-31T08:11:29.000Z,Weigh,,,,['cr235']
4817,load_veh_cr245,2023-07-31T08:12:31.000Z,Load to Vehicle,,,['vh19'],['cr245']
4818,weigh_cr291,2023-07-31T08:12:31.000Z,Weigh,,,,['cr291']
4819,load_veh_cr243,2023-07-31T08:14:57.000Z,Load to Vehicle,,,['vh19'],['cr243']
4820,weigh_cr269,2023-07-31T08:14:57.000Z,Weigh,,,,['cr269']
4821,stock_cr291,2023-07-31T08:15:12.000Z,Place in Stock,,,,['cr291']
4822,weigh_cr293,2023-07-31T08:15:12.000Z,Weigh,,,,['cr293']
4823,stock_cr269,2023-07-31T08:16:44.000Z,Place in Stock,,,,['cr269']
4824,weigh_cr295,2023-07-31T08:16:44.000Z,Weigh,,,,['cr295']
4825,stock_cr235,2023-07-31T08:17:05.000Z,Place in Stock,,,,['cr235']
4826,stock_cr295,2023-07-31T08:18:55.000Z,Place in Stock,,,,['cr295']
4827,stock_cr293,2023-07-31T08:19:14.000Z,Place in Stock,,,,['cr293']
4828,drive_term_cr286,2023-07-31T08:29:14.000Z,Drive to Terminal,,,,['cr286']
4829,weigh_cr286,2023-07-31T08:31:11.000Z,Weigh,,,,['cr286']
4830,stock_cr286,2023-07-31T08:32:35.000Z,Place in Stock,,,,['cr286']
4831,load_truck_hu1448,2023-07-31T08:57:59.000Z,Load Truck,,,,['cr261']
4832,load_truck_hu1460,2023-07-31T09:00:42.000Z,Load Truck,,,,['cr285']
4833,collect_hu1464,2023-07-31T09:00:42.000Z,Collect Goods,,,,
4834,load_truck_hu1464,2023-07-31T09:13:12.000Z,Load Truck,,,,['cr285']
4835,collect_hu1451,2023-07-31T09:13:12.000Z,Collect Goods,,,,
4836,collect_hu1462,2023-07-31T09:18:06.000Z,Collect Goods,,,,
4837,book_vehs_td85,2023-07-31T09:20:37.000Z,Book Vehicles,,['td85'],['vh26'],
4838,load_truck_hu1462,2023-07-31T09:24:56.000Z,Load Truck,,,,['cr285']
4839,drive_term_cr285,2023-07-31T09:45:12.000Z,Drive to Terminal,,,,['cr285']
4840,weigh_cr285,2023-07-31T09:46:43.000Z,Weigh,,,,['cr285']
4841,stock_cr285,2023-07-31T09:49:49.000Z,Place in Stock,,,,['cr285']
4842,drive_term_cr249,2023-07-31T09:51:58.000Z,Drive to Terminal,,,,['cr249']
4843,weigh_cr249,2023-07-31T09:53:19.000Z,Weigh,,,,['cr249']
4844,stock_cr249,2023-07-31T09:55:58.000Z,Place in Stock,,,,['cr249']
4845,load_truck_hu1452,2023-07-31T10:00:04.000Z,Load Truck,,,,['cr261']
4846,pick_cr265,2023-07-31T10:05:23.000Z,Pick Up Empty Container,,,,['cr265']
4847,collect_hu1472,2023-07-31T10:05:23.000Z,Collect Goods,,,,
4848,load_truck_hu1451,2023-07-31T11:01:52.000Z,Load Truck,,,,['cr261']
4849,reg_co93,2023-07-31T11:02:28.000Z,Register Customer Order,['co93'],,,
4850,collect_hu1470,2023-07-31T11:11:00.000Z,Collect Goods,,,,
4851,collect_hu1473,2023-07-31T11:25:38.000Z,Collect Goods,,,,
4852,collect_hu1469,2023-07-31T11:27:04.000Z,Collect Goods,,,,
4853,drive_term_cr261,2023-07-31T11:30:36.000Z,Drive to Terminal,,,,['cr261']
4854,collect_hu1471,2023-07-31T11:36:24.000Z,Collect Goods,,,,
4855,weigh_cr261,2023-07-31T11:39:34.000Z,Weigh,,,,['cr261']
4856,stock_cr261,2023-07-31T11:45:09.000Z,Place in Stock,,,,['cr261']
4857,load_truck_hu1471,2023-07-31T11:45:26.000Z,Load Truck,,,,['cr265']
4858,load_truck_hu1470,2023-07-31T11:50:08.000Z,Load Truck,,,,['cr265']
4859,load_truck_hu1469,2023-07-31T11:59:37.000Z,Load Truck,,,,['cr265']
4860,load_truck_hu1472,2023-07-31T13:01:19.000Z,Load Truck,,,,['cr265']
4861,load_truck_hu1473,2023-07-31T13:03:41.000Z,Load Truck,,,,['cr265']
4862,drive_term_cr265,2023-07-31T13:21:20.000Z,Drive to Terminal,,,,['cr265']
4863,weigh_cr265,2023-07-31T13:23:56.000Z,Weigh,,,,['cr265']
4864,stock_cr265,2023-07-31T13:26:16.000Z,Place in Stock,,,,['cr265']
4865,order_crs_td84,2023-07-31T13:37:10.000Z,Order Empty Containers,,['td84'],,"['cr298', 'cr299', 'cr300', 'cr301']"
4866,pick_cr299,2023-07-31T13:37:10.000Z,Pick Up Empty Container,,,,['cr299']
4867,pick_cr301,2023-07-31T13:37:10.000Z,Pick Up Empty Container,,,,['cr301']
4868,collect_hu1478,2023-07-31T13:37:10.000Z,Collect Goods,,,,
4869,collect_hu1479,2023-07-31T13:47:13.000Z,Collect Goods,,,,
4870,collect_hu1476,2023-07-31T13:48:56.000Z,Collect Goods,,,,
4871,collect_hu1480,2023-07-31T13:52:31.000Z,Collect Goods,,,,
4872,collect_hu1475,2023-07-31T13:54:12.000Z,Collect Goods,,,,
4873,load_truck_hu1480,2023-07-31T14:47:53.000Z,Load Truck,,,,['cr301']
4874,load_truck_hu1479,2023-07-31T14:48:08.000Z,Load Truck,,,,['cr299']
4875,load_truck_hu1476,2023-07-31T14:50:16.000Z,Load Truck,,,,['cr299']
4876,load_truck_hu1478,2023-07-31T14:53:40.000Z,Load Truck,,,,['cr299']
4877,collect_hu1481,2023-07-31T14:55:16.000Z,Collect Goods,,,,
4878,load_truck_hu1475,2023-07-31T14:58:39.000Z,Load Truck,,,,['cr299']
4879,load_truck_hu1481,2023-07-31T14:59:39.000Z,Load Truck,,,,['cr301']
4880,collect_hu1474,2023-07-31T14:59:39.000Z,Collect Goods,,,,
4881,load_truck_hu1474,2023-07-31T16:18:59.000Z,Load Truck,,,,['cr299']
4882,collect_hu1477,2023-07-31T16:18:59.000Z,Collect Goods,,,,
4883,reg_co94,2023-07-31T16:29:38.000Z,Register Customer Order,['co94'],,,
4884,load_truck_hu1477,2023-07-31T16:41:13.000Z,Load Truck,,,,['cr299']
4885,drive_term_cr299,2023-08-01T07:05:19.000Z,Drive to Terminal,,,,['cr299']
4886,weigh_cr299,2023-08-01T07:06:53.000Z,Weigh,,,,['cr299']
4887,stock_cr299,2023-08-01T07:13:16.000Z,Place in Stock,,,,['cr299']
4888,drive_term_cr301,2023-08-01T07:21:59.000Z,Drive to Terminal,,,,['cr301']
4889,weigh_cr301,2023-08-01T07:31:11.000Z,Weigh,,,,['cr301']
4890,stock_cr301,2023-08-01T07:33:34.000Z,Place in Stock,,,,['cr301']
4891,pick_cr288,2023-08-01T07:44:35.000Z,Pick Up Empty Container,,,,['cr288']
4892,collect_hu1485,2023-08-01T07:44:35.000Z,Collect Goods,,,,
4893,collect_hu1486,2023-08-01T07:46:05.000Z,Collect Goods,,,,
4894,collect_hu1487,2023-08-01T07:47:09.000Z,Collect Goods,,,,
4895,collect_hu1483,2023-08-01T07:48:10.000Z,Collect Goods,,,,
4896,collect_hu1482,2023-08-01T07:49:53.000Z,Collect Goods,,,,
4897,collect_hu1484,2023-08-01T07:51:29.000Z,Collect Goods,,,,
4898,order_crs_td85,2023-08-01T08:26:08.000Z,Order Empty Containers,,['td85'],,"['cr302', 'cr303', 'cr304', 'cr305', 'cr306']"
4899,depart_vh19,2023-08-01T09:00:00.000Z,Depart,,"['td62', 'td66', 'td69']",['vh19'],"['cr223', 'cr224', 'cr231', 'cr232', 'cr234', 'cr243', 'cr244', 'cr245']"
4900,load_truck_hu1486,2023-08-01T09:08:57.000Z,Load Truck,,,,['cr288']
4901,load_truck_hu1485,2023-08-01T09:18:32.000Z,Load Truck,,,,['cr288']
4902,load_truck_hu1487,2023-08-01T09:24:56.000Z,Load Truck,,,,['cr288']
4903,load_truck_hu1484,2023-08-01T09:27:12.000Z,Load Truck,,,,['cr288']
4904,load_truck_hu1482,2023-08-01T09:35:19.000Z,Load Truck,,,,['cr288']
4905,load_truck_hu1483,2023-08-01T09:36:19.000Z,Load Truck,,,,['cr288']
4906,reg_co95,2023-08-01T10:53:58.000Z,Register Customer Order,['co95'],,,
4907,create_td86,2023-08-01T11:07:20.000Z,Create Transport Document,['co93'],['td86'],,
4908,drive_term_cr288,2023-08-01T11:47:21.000Z,Drive to Terminal,,,,['cr288']
4909,weigh_cr288,2023-08-01T11:52:35.000Z,Weigh,,,,['cr288']
4910,book_vehs_td86,2023-08-01T12:08:30.000Z,Book Vehicles,,['td86'],['vh23'],
4911,stock_cr288,2023-08-01T12:54:47.000Z,Place in Stock,,,,['cr288']
4912,reg_co96,2023-08-01T17:12:38.000Z,Register Customer Order,['co96'],,,
4913,pick_cr296,2023-08-02T01:24:07.000Z,Pick Up Empty Container,,,,['cr296']
4914,collect_hu1492,2023-08-02T01:24:07.000Z,Collect Goods,,,,
4915,pick_cr273,2023-08-02T02:53:00.000Z,Pick Up Empty Container,,,,['cr273']
4916,collect_hu1493,2023-08-02T05:36:21.000Z,Collect Goods,,,,
4917,collect_hu1488,2023-08-02T05:41:04.000Z,Collect Goods,,,,
4918,collect_hu1489,2023-08-02T05:47:17.000Z,Collect Goods,,,,
4919,collect_hu1495,2023-08-02T05:53:14.000Z,Collect Goods,,,,
4920,collect_hu1490,2023-08-02T05:58:35.000Z,Collect Goods,,,,
4921,load_truck_hu1489,2023-08-02T06:44:38.000Z,Load Truck,,,,['cr296']
4922,load_truck_hu1488,2023-08-02T06:51:02.000Z,Load Truck,,,,['cr296']
4923,load_truck_hu1492,2023-08-02T06:55:46.000Z,Load Truck,,,,['cr296']
4924,load_truck_hu1493,2023-08-02T06:58:41.000Z,Load Truck,,,,['cr296']
4925,pick_cr297,2023-08-02T07:18:24.000Z,Pick Up Empty Container,,,,['cr297']
4926,pick_cr300,2023-08-02T07:25:07.000Z,Pick Up Empty Container,,,,['cr300']
4927,collect_hu1504,2023-08-02T07:26:22.000Z,Collect Goods,,,,
4928,collect_hu1503,2023-08-02T07:27:54.000Z,Collect Goods,,,,
4929,collect_hu1497,2023-08-02T07:33:06.000Z,Collect Goods,,,,
4930,collect_hu1491,2023-08-02T07:35:40.000Z,Collect Goods,,,,
4931,collect_hu1494,2023-08-02T07:39:38.000Z,Collect Goods,,,,
4932,collect_hu1501,2023-08-02T07:51:00.000Z,Collect Goods,,,,
4933,collect_hu1500,2023-08-02T07:53:02.000Z,Collect Goods,,,,
4934,load_truck_hu1501,2023-08-02T07:58:50.000Z,Load Truck,,,,['cr297']
4935,load_truck_hu1490,2023-08-02T08:04:14.000Z,Load Truck,,,,['cr296']
4936,load_truck_hu1491,2023-08-02T08:06:28.000Z,Load Truck,,,,['cr296']
4937,load_truck_hu1503,2023-08-02T08:30:35.000Z,Load Truck,,,,['cr300']
4938,load_truck_hu1504,2023-08-02T08:37:43.000Z,Load Truck,,,,['cr300']
4939,collect_hu1496,2023-08-02T08:53:07.000Z,Collect Goods,,,,
4940,collect_hu1506,2023-08-02T08:55:21.000Z,Collect Goods,,,,
4941,load_truck_hu1500,2023-08-02T08:59:54.000Z,Load Truck,,,,['cr297']
4942,load_truck_hu1495,2023-08-02T09:22:44.000Z,Load Truck,,,,['cr273']
4943,load_truck_hu1496,2023-08-02T09:24:00.000Z,Load Truck,,,,['cr273']
4944,load_truck_hu1497,2023-08-02T09:26:44.000Z,Load Truck,,,,['cr273']
4945,load_truck_hu1494,2023-08-02T09:32:05.000Z,Load Truck,,,,['cr273']
4946,drive_term_cr296,2023-08-02T09:46:01.000Z,Drive to Terminal,,,,['cr296']
4947,weigh_cr296,2023-08-02T09:50:24.000Z,Weigh,,,,['cr296']
4948,stock_cr296,2023-08-02T09:52:40.000Z,Place in Stock,,,,['cr296']
4949,load_truck_hu1506,2023-08-02T10:05:36.000Z,Load Truck,,,,['cr300']
4950,collect_hu1499,2023-08-02T10:05:36.000Z,Collect Goods,,,,
4951,load_truck_hu1499,2023-08-02T11:10:02.000Z,Load Truck,,,,['cr273']
4952,collect_hu1498,2023-08-02T11:10:02.000Z,Collect Goods,,,,
4953,reg_co97,2023-08-02T11:13:39.000Z,Register Customer Order,['co97'],,,
4954,load_truck_hu1498,2023-08-02T11:19:26.000Z,Load Truck,,,,['cr273']
4955,collect_hu1505,2023-08-02T11:19:26.000Z,Collect Goods,,,,
4956,load_truck_hu1505,2023-08-02T11:29:50.000Z,Load Truck,,,,['cr300']
4957,collect_hu1508,2023-08-02T11:29:50.000Z,Collect Goods,,,,
4958,pick_cr304,2023-08-02T11:33:40.000Z,Pick Up Empty Container,,,,['cr304']
4959,load_truck_hu1508,2023-08-02T11:36:10.000Z,Load Truck,,,,['cr300']
4960,collect_hu1510,2023-08-02T11:36:10.000Z,Collect Goods,,,,
4961,collect_hu1512,2023-08-02T11:39:32.000Z,Collect Goods,,,,
4962,drive_term_cr273,2023-08-02T11:48:31.000Z,Drive to Terminal,,,,['cr273']
4963,weigh_cr273,2023-08-02T11:52:24.000Z,Weigh,,,,['cr273']
4964,stock_cr273,2023-08-02T11:56:12.000Z,Place in Stock,,,,['cr273']
4965,collect_hu1513,2023-08-02T11:59:06.000Z,Collect Goods,,,,
4966,load_truck_hu1512,2023-08-02T12:52:25.000Z,Load Truck,,,,['cr304']
4967,load_truck_hu1510,2023-08-02T12:58:05.000Z,Load Truck,,,,['cr304']
4968,collect_hu1514,2023-08-02T13:12:03.000Z,Collect Goods,,,,
4969,collect_hu1502,2023-08-02T13:14:44.000Z,Collect Goods,,,,
4970,load_truck_hu1502,2023-08-02T13:19:54.000Z,Load Truck,,,,['cr297']
4971,collect_hu1511,2023-08-02T13:19:54.000Z,Collect Goods,,,,
4972,collect_hu1507,2023-08-02T13:23:00.000Z,Collect Goods,,,,
4973,load_truck_hu1507,2023-08-02T13:26:27.000Z,Load Truck,,,,['cr300']
4974,collect_hu1509,2023-08-02T13:26:27.000Z,Collect Goods,,,,
4975,order_crs_td86,2023-08-02T13:34:51.000Z,Order Empty Containers,,['td86'],,"['cr307', 'cr308', 'cr309']"
4976,pick_cr308,2023-08-02T13:34:51.000Z,Pick Up Empty Container,,,,['cr308']
4977,collect_hu1518,2023-08-02T13:34:51.000Z,Collect Goods,,,,
4978,collect_hu1515,2023-08-02T13:38:47.000Z,Collect Goods,,,,
4979,collect_hu1517,2023-08-02T13:44:13.000Z,Collect Goods,,,,
4980,drive_term_cr300,2023-08-02T13:51:15.000Z,Drive to Terminal,,,,['cr300']
4981,weigh_cr300,2023-08-02T13:53:15.000Z,Weigh,,,,['cr300']
4982,stock_cr300,2023-08-02T13:57:01.000Z,Place in Stock,,,,['cr300']
4983,load_truck_hu1514,2023-08-02T14:03:58.000Z,Load Truck,,,,['cr304']
4984,pick_cr294,2023-08-02T14:14:36.000Z,Pick Up Empty Container,,,,['cr294']
4985,load_truck_hu1509,2023-08-02T14:15:55.000Z,Load Truck,,,,['cr304']
4986,load_truck_hu1511,2023-08-02T14:18:25.000Z,Load Truck,,,,['cr304']
4987,load_truck_hu1513,2023-08-02T14:25:26.000Z,Load Truck,,,,['cr304']
4988,collect_hu1523,2023-08-02T14:44:27.000Z,Collect Goods,,,,
4989,load_truck_hu1515,2023-08-02T14:53:25.000Z,Load Truck,,,,['cr308']
4990,collect_hu1521,2023-08-02T14:56:25.000Z,Collect Goods,,,,
4991,drive_term_cr304,2023-08-02T14:58:26.000Z,Drive to Terminal,,,,['cr304']
4992,drive_term_cr297,2023-08-02T15:18:14.000Z,Drive to Terminal,,,,['cr297']
4993,weigh_cr297,2023-08-02T15:25:15.000Z,Weigh,,,,['cr297']
4994,stock_cr297,2023-08-02T15:53:12.000Z,Place in Stock,,,,['cr297']
4995,collect_hu1522,2023-08-02T16:01:07.000Z,Collect Goods,,,,
4996,weigh_cr304,2023-08-02T16:03:46.000Z,Weigh,,,,['cr304']
4997,load_truck_hu1518,2023-08-02T16:04:30.000Z,Load Truck,,,,['cr308']
4998,stock_cr304,2023-08-02T16:27:47.000Z,Place in Stock,,,,['cr304']
4999,reg_co98,2023-08-02T16:52:00.000Z,Register Customer Order,['co98'],,,
5000,pick_cr287,2023-08-02T23:22:00.000Z,Pick Up Empty Container,,,,['cr287']
5001,pick_cr283,2023-08-03T00:45:19.000Z,Pick Up Empty Container,,,,['cr283']
5002,collect_hu1525,2023-08-03T05:03:42.000Z,Collect Goods,,,,
5003,load_truck_hu1517,2023-08-03T05:07:08.000Z,Load Truck,,,,['cr308']
5004,collect_hu1532,2023-08-03T05:08:42.000Z,Collect Goods,,,,
5005,to_bay_cr236,2023-08-03T05:15:11.000Z,Bring to Loading Bay,,,,['cr236']
5006,to_bay_cr252,2023-08-03T05:20:02.000Z,Bring to Loading Bay,,,,['cr252']
5007,to_bay_cr235,2023-08-03T05:20:45.000Z,Bring to Loading Bay,,,,['cr235']
5008,collect_hu1530,2023-08-03T05:25:17.000Z,Collect Goods,,,,
5009,collect_hu1535,2023-08-03T05:33:48.000Z,Collect Goods,,,,
5010,collect_hu1536,2023-08-03T05:44:37.000Z,Collect Goods,,,,
5011,load_veh_cr236,2023-08-03T05:46:45.000Z,Load to Vehicle,,,['vh20'],['cr236']
5012,load_veh_cr252,2023-08-03T05:50:47.000Z,Load to Vehicle,,,['vh20'],['cr252']
5013,to_bay_cr237,2023-08-03T05:54:04.000Z,Bring to Loading Bay,,,,['cr237']
5014,to_bay_cr253,2023-08-03T05:57:41.000Z,Bring to Loading Bay,,,,['cr253']
5015,collect_hu1526,2023-08-03T05:58:00.000Z,Collect Goods,,,,
5016,pick_cr246,2023-08-03T06:26:40.000Z,Pick Up Empty Container,,,,['cr246']
5017,create_td87,2023-08-03T06:27:11.000Z,Create Transport Document,['co86'],['td87'],,
5018,load_truck_hu1532,2023-08-03T06:41:56.000Z,Load Truck,,,,['cr287']
5019,create_td88,2023-08-03T06:43:22.000Z,Create Transport Document,['co80'],['td88'],,
5020,load_truck_hu1530,2023-08-03T06:53:26.000Z,Load Truck,,,,['cr287']
5021,load_veh_cr235,2023-08-03T06:56:00.000Z,Load to Vehicle,,,['vh20'],['cr235']
5022,load_truck_hu1535,2023-08-03T07:03:21.000Z,Load Truck,,,,['cr283']
5023,load_truck_hu1536,2023-08-03T07:06:19.000Z,Load Truck,,,,['cr283']
5024,collect_hu1542,2023-08-03T07:09:14.000Z,Collect Goods,,,,
5025,collect_hu1540,2023-08-03T07:16:38.000Z,Collect Goods,,,,
5026,pick_cr292,2023-08-03T07:26:39.000Z,Pick Up Empty Container,,,,['cr292']
5027,collect_hu1527,2023-08-03T07:27:17.000Z,Collect Goods,,,,
5028,collect_hu1546,2023-08-03T07:29:14.000Z,Collect Goods,,,,
5029,collect_hu1519,2023-08-03T07:31:13.000Z,Collect Goods,,,,
5030,load_truck_hu1522,2023-08-03T07:44:34.000Z,Load Truck,,,,['cr294']
5031,load_truck_hu1521,2023-08-03T07:45:40.000Z,Load Truck,,,,['cr294']
5032,load_truck_hu1519,2023-08-03T07:46:43.000Z,Load Truck,,,,['cr308']
5033,collect_hu1539,2023-08-03T07:46:43.000Z,Collect Goods,,,,
5034,load_truck_hu1525,2023-08-03T07:49:17.000Z,Load Truck,,,,['cr294']
5035,load_truck_hu1542,2023-08-03T07:50:20.000Z,Load Truck,,,,['cr246']
5036,collect_hu1516,2023-08-03T07:52:48.000Z,Collect Goods,,,,
5037,load_truck_hu1526,2023-08-03T07:53:11.000Z,Load Truck,,,,['cr294']
5038,load_truck_hu1516,2023-08-03T07:54:10.000Z,Load Truck,,,,['cr308']
5039,collect_hu1545,2023-08-03T07:54:10.000Z,Collect Goods,,,,
5040,load_truck_hu1527,2023-08-03T07:55:06.000Z,Load Truck,,,,['cr287']
5041,load_truck_hu1539,2023-08-03T07:55:48.000Z,Load Truck,,,,['cr246']
5042,collect_hu1520,2023-08-03T07:59:57.000Z,Collect Goods,,,,
5043,load_veh_cr237,2023-08-03T08:09:59.000Z,Load to Vehicle,,,['vh20'],['cr237']
5044,load_veh_cr253,2023-08-03T08:14:46.000Z,Load to Vehicle,,,['vh20'],['cr253']
5045,book_vehs_td88,2023-08-03T08:26:28.000Z,Book Vehicles,,['td88'],"['vh21', 'vh26']",
5046,load_truck_hu1545,2023-08-03T08:33:19.000Z,Load Truck,,,,['cr292']
5047,load_truck_hu1546,2023-08-03T08:35:03.000Z,Load Truck,,,,['cr292']
5048,load_truck_hu1523,2023-08-03T08:53:12.000Z,Load Truck,,,,['cr294']
5049,load_truck_hu1540,2023-08-03T08:57:17.000Z,Load Truck,,,,['cr246']
5050,load_truck_hu1520,2023-08-03T09:02:23.000Z,Load Truck,,,,['cr308']
5051,collect_hu1543,2023-08-03T09:02:23.000Z,Collect Goods,,,,
5052,load_truck_hu1543,2023-08-03T09:05:17.000Z,Load Truck,,,,['cr246']
5053,collect_hu1544,2023-08-03T09:05:17.000Z,Collect Goods,,,,
5054,load_truck_hu1544,2023-08-03T09:19:43.000Z,Load Truck,,,,['cr246']
5055,collect_hu1548,2023-08-03T09:19:43.000Z,Collect Goods,,,,
5056,load_truck_hu1548,2023-08-03T09:28:30.000Z,Load Truck,,,,['cr292']
5057,collect_hu1529,2023-08-03T09:28:30.000Z,Collect Goods,,,,
5058,load_truck_hu1529,2023-08-03T09:31:49.000Z,Load Truck,,,,['cr287']
5059,collect_hu1550,2023-08-03T09:31:49.000Z,Collect Goods,,,,
5060,load_truck_hu1550,2023-08-03T09:38:20.000Z,Load Truck,,,,['cr292']
5061,collect_hu1531,2023-08-03T09:38:20.000Z,Collect Goods,,,,
5062,order_crs_td88,2023-08-03T09:41:34.000Z,Order Empty Containers,,['td88'],,"['cr312', 'cr313', 'cr314', 'cr315', 'cr316']"
5063,load_truck_hu1531,2023-08-03T09:45:57.000Z,Load Truck,,,,['cr287']
5064,collect_hu1541,2023-08-03T09:45:57.000Z,Collect Goods,,,,
5065,load_truck_hu1541,2023-08-03T09:47:00.000Z,Load Truck,,,,['cr246']
5066,collect_hu1534,2023-08-03T09:47:00.000Z,Collect Goods,,,,
5067,load_truck_hu1534,2023-08-03T09:55:18.000Z,Load Truck,,,,['cr283']
5068,collect_hu1528,2023-08-03T09:55:18.000Z,Collect Goods,,,,
5069,reg_co99,2023-08-03T11:38:42.000Z,Register Customer Order,['co99'],,,
5070,drive_term_cr308,2023-08-03T11:39:20.000Z,Drive to Terminal,,,,['cr308']
5071,book_vehs_td87,2023-08-03T11:43:04.000Z,Book Vehicles,,['td87'],"['vh21', 'vh23']",
5072,weigh_cr308,2023-08-03T11:43:15.000Z,Weigh,,,,['cr308']
5073,stock_cr308,2023-08-03T11:51:42.000Z,Place in Stock,,,,['cr308']
5074,load_truck_hu1528,2023-08-03T12:02:48.000Z,Load Truck,,,,['cr287']
5075,collect_hu1537,2023-08-03T12:02:48.000Z,Collect Goods,,,,
5076,load_truck_hu1537,2023-08-03T12:08:53.000Z,Load Truck,,,,['cr283']
5077,collect_hu1549,2023-08-03T12:08:53.000Z,Collect Goods,,,,
5078,load_truck_hu1549,2023-08-03T12:19:30.000Z,Load Truck,,,,['cr292']
5079,collect_hu1524,2023-08-03T12:19:30.000Z,Collect Goods,,,,
5080,load_truck_hu1524,2023-08-03T12:24:50.000Z,Load Truck,,,,['cr294']
5081,collect_hu1547,2023-08-03T12:24:50.000Z,Collect Goods,,,,
5082,load_truck_hu1547,2023-08-03T12:26:22.000Z,Load Truck,,,,['cr292']
5083,collect_hu1533,2023-08-03T12:26:22.000Z,Collect Goods,,,,
5084,drive_term_cr287,2023-08-03T12:30:09.000Z,Drive to Terminal,,,,['cr287']
5085,load_truck_hu1533,2023-08-03T12:31:03.000Z,Load Truck,,,,['cr283']
5086,collect_hu1538,2023-08-03T12:31:03.000Z,Collect Goods,,,,
5087,load_truck_hu1538,2023-08-03T12:36:14.000Z,Load Truck,,,,['cr283']
5088,weigh_cr287,2023-08-03T12:41:28.000Z,Weigh,,,,['cr287']
5089,stock_cr287,2023-08-03T12:48:34.000Z,Place in Stock,,,,['cr287']
5090,drive_term_cr292,2023-08-03T12:51:41.000Z,Drive to Terminal,,,,['cr292']
5091,drive_term_cr246,2023-08-03T13:13:48.000Z,Drive to Terminal,,,,['cr246']
5092,weigh_cr246,2023-08-03T13:15:36.000Z,Weigh,,,,['cr246']
5093,stock_cr246,2023-08-03T13:23:58.000Z,Place in Stock,,,,['cr246']
5094,weigh_cr292,2023-08-03T13:55:00.000Z,Weigh,,,,['cr292']
5095,stock_cr292,2023-08-03T13:56:49.000Z,Place in Stock,,,,['cr292']
5096,drive_term_cr294,2023-08-03T14:16:17.000Z,Drive to Terminal,,,,['cr294']
5097,weigh_cr294,2023-08-03T14:25:52.000Z,Weigh,,,,['cr294']
5098,stock_cr294,2023-08-03T14:27:44.000Z,Place in Stock,,,,['cr294']
